,drools,drools-spring-jdk5,2.5-beta-1,2005-12-28 01:31      8448,,https://repo1.maven.org/maven2/drools/drools-spring-jdk5/2.5-beta-1/drools-spring-jdk5-2.5-beta-1.jar
,drools,drools-spring-jdk5,2.1,2005-09-26 00:03      8445,,https://repo1.maven.org/maven2/drools/drools-spring-jdk5/2.1/drools-spring-jdk5-2.1.jar
,drools,drools-spring-examples,2.5-beta-1,2005-12-28 01:31     44134,,https://repo1.maven.org/maven2/drools/drools-spring-examples/2.5-beta-1/drools-spring-examples-2.5-beta-1.jar
,drools,drools-spring-examples,2.1,2005-09-26 00:03     43801,,https://repo1.maven.org/maven2/drools/drools-spring-examples/2.1/drools-spring-examples-2.1.jar
,drools,drools-spring,2.5-beta-1,2005-12-28 01:31     41644,,https://repo1.maven.org/maven2/drools/drools-spring/2.5-beta-1/drools-spring-2.5-beta-1.jar
,drools,drools-spring,2.1,2005-09-26 00:03     41641,,https://repo1.maven.org/maven2/drools/drools-spring/2.1/drools-spring-2.1.jar
,drools,drools-smftest,20040726.195351,2005-09-20 05:47     12243,,https://repo1.maven.org/maven2/drools/drools-smftest/20040726.195351/drools-smftest-20040726.195351.jar
,drools,drools-smftest,20040726.171610,2005-09-20 05:47     11858,,https://repo1.maven.org/maven2/drools/drools-smftest/20040726.171610/drools-smftest-20040726.171610.jar
,drools,drools-smftest,2.5-beta-1,2005-12-28 01:31      9015,,https://repo1.maven.org/maven2/drools/drools-smftest/2.5-beta-1/drools-smftest-2.5-beta-1.jar
,drools,drools-smftest,2.1,2005-09-26 00:03      9011,,https://repo1.maven.org/maven2/drools/drools-smftest/2.1/drools-smftest-2.1.jar
,drools,drools-smftest,2.0-rc2,2005-09-20 05:47      9118,,https://repo1.maven.org/maven2/drools/drools-smftest/2.0-rc2/drools-smftest-2.0-rc2.jar
,drools,drools-smftest,2.0-rc1,2005-09-20 05:47      9118,,https://repo1.maven.org/maven2/drools/drools-smftest/2.0-rc1/drools-smftest-2.0-rc1.jar
,drools,drools-smftest,2.0-beta-21,2005-09-20 05:47     10535,,https://repo1.maven.org/maven2/drools/drools-smftest/2.0-beta-21/drools-smftest-2.0-beta-21.jar
