,ua.t3hnar.io,stream-serializer,1.0.1,2010-10-10 17:55     24072,,https://repo1.maven.org/maven2/ua/t3hnar/io/stream-serializer/1.0.1/stream-serializer-1.0.1.jar
,ua.profitsoft.social,spring-social-botframework-text,0.1.0,2017-11-26 08:57     14789,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-text/0.1.0/spring-social-botframework-text-0.1.0.jar
,ua.profitsoft.social,spring-social-botframework-service,0.1.0,2017-11-26 08:57      4309,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-service/0.1.0/spring-social-botframework-service-0.1.0.jar
,ua.profitsoft.social,spring-social-botframework-directline,0.1.0,2017-11-26 08:57     11597,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-directline/0.1.0/spring-social-botframework-directline-0.1.0.jar
,ua.profitsoft.social,spring-social-botframework-core,0.1.0,2017-11-26 08:56     87875,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-core/0.1.0/spring-social-botframework-core-0.1.0.jar
,ua.profitsoft.social,spring-social-botframework-core,0.0.3,2017-04-09 08:46     58095,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-core/0.0.3/spring-social-botframework-core-0.0.3.jar
,ua.profitsoft.social,spring-social-botframework-config,0.1.0,2017-11-26 08:56      4853,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-config/0.1.0/spring-social-botframework-config-0.1.0.jar
,ua.profitsoft.social,spring-social-botframework-config,0.0.3,2017-04-09 08:45      5263,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botframework-config/0.0.3/spring-social-botframework-config-0.0.3.jar
,ua.profitsoft.social,spring-social-botFramework-core,0.0.2,2017-02-08 10:33     58116,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botFramework-core/0.0.2/spring-social-botFramework-core-0.0.2.jar
,ua.profitsoft.social,spring-social-botFramework-core,0.0.1,2017-02-07 10:50     38920,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botFramework-core/0.0.1/spring-social-botFramework-core-0.0.1.jar
,ua.profitsoft.social,spring-social-botFramework-config,0.0.2,2017-02-08 10:33      5262,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botFramework-config/0.0.2/spring-social-botFramework-config-0.0.2.jar
,ua.profitsoft.social,spring-social-botFramework-config,0.0.1,2017-02-07 10:50      2670,,https://repo1.maven.org/maven2/ua/profitsoft/social/spring-social-botFramework-config/0.0.1/spring-social-botFramework-config-0.0.1.jar
,ua.pp.msk.maven,dependency-publish-maven-plugin,0.8,2015-10-19 12:28     21398,,https://repo1.maven.org/maven2/ua/pp/msk/maven/dependency-publish-maven-plugin/0.8/dependency-publish-maven-plugin-0.8.jar
,ua.pp.msk.gradle,NexusRpmGradlePlugin,1.0.0,2016-02-07 13:44     15915,,https://repo1.maven.org/maven2/ua/pp/msk/gradle/NexusRpmGradlePlugin/1.0.0/NexusRpmGradlePlugin-1.0.0.jar
,ua.pp.msk.gradle,CliQrGradlePlugin,1.0.5,2016-02-10 15:21     89746,,https://repo1.maven.org/maven2/ua/pp/msk/gradle/CliQrGradlePlugin/1.0.5/CliQrGradlePlugin-1.0.5.jar
,ua.pp.msk.gradle,CliQrGradlePlugin,1.0.3,2016-02-10 13:53     69747,,https://repo1.maven.org/maven2/ua/pp/msk/gradle/CliQrGradlePlugin/1.0.3/CliQrGradlePlugin-1.0.3.jar
,ua.pp.msk.gradle,CliQrGradlePlugin,1.0.2,2016-02-08 16:15     67745,,https://repo1.maven.org/maven2/ua/pp/msk/gradle/CliQrGradlePlugin/1.0.2/CliQrGradlePlugin-1.0.2.jar
,ua.pp.msk.gradle,CliQrGradlePlugin,1.0.0,2016-02-05 14:22     66430,,https://repo1.maven.org/maven2/ua/pp/msk/gradle/CliQrGradlePlugin/1.0.0/CliQrGradlePlugin-1.0.0.jar
,ua.pp.ihorzak,aktor-mailbox,0.2.0,2023-02-20 19:36     20451,,https://repo1.maven.org/maven2/ua/pp/ihorzak/aktor-mailbox/0.2.0/aktor-mailbox-0.2.0.jar
,ua.pp.ihorzak,aktor-mailbox,0.1.1,2023-02-19 19:48     15240,,https://repo1.maven.org/maven2/ua/pp/ihorzak/aktor-mailbox/0.1.1/aktor-mailbox-0.1.1.jar
,ua.pp.ihorzak,aktor-mailbox,0.1.0,2023-02-19 17:27     15240,,https://repo1.maven.org/maven2/ua/pp/ihorzak/aktor-mailbox/0.1.0/aktor-mailbox-0.1.0.jar
,ua.pp.fland.web,beans,0.9.1pa,2013-05-14 14:42      4347,,https://repo1.maven.org/maven2/ua/pp/fland/web/beans/0.9.1pa/beans-0.9.1pa.jar
,ua.pp.fland.web,beans,0.9.0pa,2013-01-30 14:09      4287,,https://repo1.maven.org/maven2/ua/pp/fland/web/beans/0.9.0pa/beans-0.9.0pa.jar
,ua.org.sands,sugar-tms_2.13,0.2.4,2021-07-24 10:17    695046,,https://repo1.maven.org/maven2/ua/org/sands/sugar-tms_2.13/0.2.4/sugar-tms_2.13-0.2.4.jar
,ua.org.sands,sugar-tms_2.12at13+,0.2.4,2021-07-24 10:17    689340,,https://repo1.maven.org/maven2/ua/org/sands/sugar-tms_2.12at13+/0.2.4/sugar-tms_2.12at13+-0.2.4.jar
,ua.org.sands,sugar-tms_2.12,0.2.4,2021-07-24 10:17    693058,,https://repo1.maven.org/maven2/ua/org/sands/sugar-tms_2.12/0.2.4/sugar-tms_2.12-0.2.4.jar
,ua.org.sands,sugar-tms_2.11,0.2.4,2021-07-24 10:17    896295,,https://repo1.maven.org/maven2/ua/org/sands/sugar-tms_2.11/0.2.4/sugar-tms_2.11-0.2.4.jar
,ua.org.sands,sugar-bms_2.13,0.1.0,2021-08-30 22:25    234197,,https://repo1.maven.org/maven2/ua/org/sands/sugar-bms_2.13/0.1.0/sugar-bms_2.13-0.1.0.jar
,ua.org.sands,sugar-bms_2.12,0.1.0,2021-08-30 22:25    233937,,https://repo1.maven.org/maven2/ua/org/sands/sugar-bms_2.12/0.1.0/sugar-bms_2.12-0.1.0.jar
,ua.org.sands,sugar-bms_2.11,0.1.0,2021-08-30 22:25    438544,,https://repo1.maven.org/maven2/ua/org/sands/sugar-bms_2.11/0.1.0/sugar-bms_2.11-0.1.0.jar
,ua.net.tokar,rainbow-rest,2.1.6,2016-07-08 07:05      9895,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.6/rainbow-rest-2.1.6.jar
,ua.net.tokar,rainbow-rest,2.1.5,2016-06-27 07:08      9508,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.5/rainbow-rest-2.1.5.jar
,ua.net.tokar,rainbow-rest,2.1.4,2016-05-11 08:06      9301,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.4/rainbow-rest-2.1.4.jar
,ua.net.tokar,rainbow-rest,2.1.3,2016-05-02 19:04      8568,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.3/rainbow-rest-2.1.3.jar
,ua.net.tokar,rainbow-rest,2.1.2,2016-04-24 17:15      6222,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.2/rainbow-rest-2.1.2.jar
,ua.net.tokar,rainbow-rest,2.1.1,2016-04-24 16:40      5767,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1.1/rainbow-rest-2.1.1.jar
,ua.net.tokar,rainbow-rest,2.1,2016-04-23 20:53      5767,,https://repo1.maven.org/maven2/ua/net/tokar/rainbow-rest/2.1/rainbow-rest-2.1.jar
,ua.net.nlp,nlp_uk,3.2.2,2023-05-31 20:05   3548804,,https://repo1.maven.org/maven2/ua/net/nlp/nlp_uk/3.2.2/nlp_uk-3.2.2.jar
,ua.net.nlp,nlp_uk,3.2.1,2023-03-28 13:12   3454419,,https://repo1.maven.org/maven2/ua/net/nlp/nlp_uk/3.2.1/nlp_uk-3.2.1.jar
,ua.net.nlp,nlp_uk,3.1.0,2022-12-29 16:28   2871546,,https://repo1.maven.org/maven2/ua/net/nlp/nlp_uk/3.1.0/nlp_uk-3.1.0.jar
,ua.net.nlp,morfologik-ukrainian-search,4.9.1,2020-03-15 18:22   4101105,,https://repo1.maven.org/maven2/ua/net/nlp/morfologik-ukrainian-search/4.9.1/morfologik-ukrainian-search-4.9.1.jar
,ua.net.nlp,morfologik-ukrainian-search,4.9.0,2020-03-14 21:42   4434453,,https://repo1.maven.org/maven2/ua/net/nlp/morfologik-ukrainian-search/4.9.0/morfologik-ukrainian-search-4.9.0.jar
,ua.net.nlp,morfologik-ukrainian-search,3.9.0,2017-09-20 02:40   3812649,,https://repo1.maven.org/maven2/ua/net/nlp/morfologik-ukrainian-search/3.9.0/morfologik-ukrainian-search-3.9.0.jar
,ua.net.nlp,morfologik-ukrainian-search,3.7.6,2017-05-19 19:05   3666089,,https://repo1.maven.org/maven2/ua/net/nlp/morfologik-ukrainian-search/3.7.6/morfologik-ukrainian-search-3.7.6.jar
